mission_id,time,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_ok,velocity,rain,fog,snow,is_attack
3,1743260965.6660235,0.9974797964096068,0.0336972922086715,-4.550148010253906,0.3917095065116882,-0.4415634870529175,0.7500438690185547,0.0540034770965576,-0.058567825704813,-9.648966789245604,0.0001772174808669,-1.722458468017326e-05,0.851992648951336,2.995158873964368,1.7228828461456054,0.4278597490028061,False,6.21,0.35,0.03,0.15,1
3,1743260966.1690474,10.0,0.0,-5.0,0.4028156697750091,-0.6131810545921326,0.8058193922042847,0.1222348734736442,-0.037011332809925,-9.819284439086914,0.0003172657934515,0.0001464881356857,0.8505137089470963,2.7506133618336164,2.309448810854475,0.518086603071726,False,6.21,0.35,0.03,0.15,1
3,1743260966.6721132,1.2945449352264404,-0.6547582745552063,-3.7045745849609375,0.42527636885643,-0.8108624219894409,0.8006376624107361,0.1618118733167648,-0.0292956344783306,-9.848430633544922,0.0004943146372759,-9.226142044660442e-06,0.8501265012606957,2.8039111877074983,2.1186427358590127,0.4895171767646862,False,6.21,0.35,0.03,0.15,1
3,1743260967.1750734,1.4748356342315674,-1.1709637641906738,-3.2742996215820312,0.4630327820777893,-1.025264859199524,0.7727185487747192,0.1135806143283844,0.0183396227657794,-9.919397354125977,0.0004008246352568,0.0001453024896839,0.8498227094805412,2.528179265717706,1.8150950833074988,0.4432108443063436,False,6.21,0.35,0.03,0.15,1
4,1743260968.7152166,2.362661361694336,-3.645640373229981,-1.984901428222656,0.6712826490402222,-1.723381757736206,0.6962961554527283,0.0438721217215061,0.0006666425615549,-9.853999137878418,4.416501547050302e-05,-0.0001755944689199,0.8493018619095426,2.5189109322849537,1.732974173274264,0.4751017273336527,False,9.4,0.37,0.21,0.06,1
4,1743260969.2199702,2.7472362518310547,-4.654835224151611,-1.60858154296875,0.7617455124855042,-1.924467921257019,0.6887921094894409,-0.0127517506480216,0.023594407364726,-9.843517303466797,0.0005457074921836,-0.0002824788165159,0.8491974594214392,2.869083811220854,2.07494370767565,0.4057880946705903,False,9.4,0.37,0.21,0.06,1
4,1743260969.7236743,10.0,0.0,-5.0,0.872551441192627,-2.1300292015075684,0.6882184147834778,0.1016357466578483,0.026068452745676,-9.746124267578123,0.0003201876855521,-0.0003393106320707,0.8488886166707491,3.3130981354170617,1.965344199276842,0.5883939704998573,False,9.4,0.37,0.21,0.06,1
4,1743260970.2269373,5.0,0.0,-5.0,0.9826351404190063,-2.306790351867676,0.6906481981277466,0.2319088280200958,0.0519368723034858,-9.82460117340088,0.0001986599264906,-0.0003064970517694,0.848744758967964,3.39533354263522,2.1830706724538533,0.4758228771899866,False,9.4,0.37,0.21,0.06,1
4,1743260970.7314055,0.0,0.0,-5.0,1.0918269157409668,-2.479178667068481,0.6947709918022156,0.2591035366058349,0.0048817433416843,-9.73265266418457,0.0001390768016678,-0.0001854234439459,0.8486996354390655,3.282715705803313,2.089877215352247,0.5324695717388874,False,9.4,0.37,0.21,0.06,1
5,1743261003.3080869,0.1885862201452255,0.2499701380729675,-4.983329772949219,0.5833175778388977,0.4235959053039551,0.0606853142380714,0.0023015211336314,0.0416980534791946,-9.998533248901367,-0.020416154865608,-0.1788454805660537,-0.9710552298563684,2.546468577301224,1.6744513083970154,0.5733461415498757,True,3.16,0.26,0.03,0.11,1
5,1743261013.0434775,5.190043926239014,0.0590093098580837,-5.008758544921875,-0.5486729145050049,0.2212273180484771,0.0009223179076798,0.0248206686228513,0.1057252660393714,-9.897698402404783,-0.0485363765072907,0.0305682872169374,-1.1562772649144553,3.006437186425199,2.3764204837197376,0.4260323120837391,True,3.16,0.26,0.03,0.11,1
5,1743261015.9675505,10.98732089996338,0.1864774823188781,-4.945976257324219,1.0678142309188845,-0.3213170766830444,0.0431686788797378,0.1018651574850082,0.0829196870326995,-10.328076362609863,0.1434656500353175,-0.2653166372649345,-1.1290487093828054,3.4830506787211477,1.6022595126857873,0.4746903497678614,True,3.16,0.26,0.03,0.11,1
5,1743261021.2899046,5.776056289672852,0.1548538357019424,-4.9549407958984375,0.9734653234481812,-0.3807044327259063,0.0283112749457359,0.0361710302531719,0.0304273124784231,-10.28167724609375,0.1376280389851663,-0.1825160050015566,-1.0543196675823374,3.422912958013204,1.7395828272147629,0.532676766059086,True,3.16,0.26,0.03,0.11,1
5,1743261024.4548523,-1.1307415962219238,0.2854028642177582,-4.997848510742188,-1.3963186740875244,0.0015816265949979,-0.1137577444314956,0.0174590554088354,0.2453513145446777,-10.345049858093262,-0.2363984038958067,0.3089309653845507,-1.0505477772477978,2.588532071161125,2.423037205385678,0.5178436973406392,True,3.16,0.26,0.03,0.11,1
6,1743261042.6067438,0.5125676989555359,2.338630437850952,-5.1038970947265625,0.4713519215583801,2.107588291168213,0.3233106732368469,0.0313025042414665,0.0730976238846778,-12.323835372924805,-0.5493690016027662,-0.4282400446183799,-1.0797791391616596,3.108617572678659,1.9292424190167683,0.5994821138022771,False,8.81,0.22,0.01,0.01,1
6,1743261054.9514058,5.55744743347168,-0.040651474148035,-4.999198913574219,0.0528487153351306,-0.6411258578300476,0.0054488712921738,-0.0547699518501758,0.0881900563836097,-9.99936580657959,0.1131987976883886,-0.0264285903632638,-1.006474295444589,2.7493986072941365,2.091032094366569,0.4932438806419958,True,8.81,0.22,0.01,0.01,1
6,1743261057.5200517,10.79550552368164,-0.0618953183293342,-4.980720520019531,0.885936975479126,0.4924940764904022,0.0518525429069995,-0.0183758363127708,-0.0099579840898513,-10.083377838134766,0.1037048504707475,-0.2271899966225271,-0.9553107294437164,2.66896127380037,1.9690557885164708,0.5628906339288856,True,8.81,0.22,0.01,0.01,1
6,1743261059.913049,3.294415235519409,-0.1092476546764373,-4.853309631347656,-1.7586487531661987,-0.2217254191637039,-0.4405624568462372,0.0126822404563426,0.0851152464747428,-10.713622093200684,-0.2644489155958563,0.4145470166356242,-0.952603110155488,3.0487949803621444,1.9253893422436144,0.4921062642503929,False,8.81,0.22,0.01,0.01,1
6,1743261063.178672,0.0403379797935485,0.0452252812683582,-5.149429321289063,-0.6326047778129578,0.1621685475111007,0.081781081855297,0.0734690204262733,0.1041986495256424,-9.757505416870115,-0.1028606870496234,0.0788506986358578,-0.859348453897028,3.001303440382212,2.1883503954010632,0.4501983939013083,True,8.81,0.22,0.01,0.01,1
7,1743261081.463669,0.0,0.0,-5.0,0.2152702510356903,1.6018517017364502,0.4653815627098083,-0.2077953517436981,0.0681330859661102,-9.238277435302734,0.0043263680187452,0.0047558039385903,-0.9656930536157068,3.242450940840256,1.8603954606487545,0.4515736607048185,False,2.85,0.14,0.27,0.06,1
7,1743261081.9670916,5.0,0.0,-5.0,-0.0040482506155967,1.6987669467926023,0.6878350377082825,-0.2009444534778595,0.0492118261754512,-9.412647247314451,0.00203516608887,0.0018739648751494,-0.954939828929508,3.18074644641292,1.919165489123748,0.4299357906538152,False,2.85,0.14,0.27,0.06,1
7,1743261082.4711812,10.0,0.0,-5.0,-2.884106159210205,5.214012145996094,0.8547516465187073,-0.2468171715736389,0.0644969493150711,-9.866347312927246,0.0009748742426957,0.0009766021270331,-0.945980197420588,2.749803788735079,2.0229859341700123,0.4689693203862386,False,2.85,0.14,0.27,0.06,1
7,1743261082.9752257,5.0,0.0,-5.0,-3.0496416091918945,5.60160493850708,0.8396579027175903,-0.2724186182022095,0.1443673074245453,-9.917330741882324,0.0020148491697824,0.0016265238466742,-0.9407825058182931,2.818587462884203,1.5975341075677916,0.4795750625638832,False,2.85,0.14,0.27,0.06,1
7,1743261083.4798784,0.0,0.0,-5.0,-3.2156598567962646,6.116599082946777,0.7869776487350464,-0.2342513054609298,0.1481261402368545,-10.055105209350586,0.0052299599342904,0.0036825984098153,-0.9425775241831142,2.6438501180267853,2.3045661432858062,0.4591882348400865,False,2.85,0.14,0.27,0.06,1
1,1743261364.6688006,0.0529459565877914,0.0538445562124252,-4.910789489746094,-0.0243580974638462,0.0116501078009605,-0.3821787238121032,-0.036870926618576,-0.0065459683537483,-8.84108829498291,-0.0031732972427798,0.00802294918609,-3.0339587833413417,2.9351933685410394,2.453007392272093,0.544885915717471,True,9.52,0.22,0.035,0.047,1
1,1743261368.863873,6.004037380218506,-0.1433754116296768,-4.838020324707031,1.1357944011688232,0.1752276271581649,0.0140233393758535,-0.0346295535564422,-0.0675893276929855,-10.50571632385254,-0.3293390779023733,0.0083563233194885,3.0977204577378155,3.4496469353209176,2.1454133464038048,0.5675166675646816,True,9.52,0.22,0.035,0.047,1
1,1743261373.0899312,9.92741870880127,-0.0800220817327499,-4.260734558105469,-0.3022650480270386,-0.0710108056664466,0.7896267175674438,-0.0640286654233932,-0.01041906978935,-9.77488613128662,-0.0021374511660732,0.0001113783377875,3.1292580014620754,3.017711070991969,1.5080669990137725,0.4303344225484732,True,9.52,0.22,0.035,0.047,1
1,1743261373.5959897,9.657304763793944,-0.1186727210879325,-3.8325042724609375,-0.3740190863609314,-0.0573323927819728,0.7967320680618286,-0.1230934336781501,-0.0624330937862396,-9.783127784729004,-0.0004963159364953,6.640111735821262e-05,3.129180278804936,3.473007154688468,2.3689258689326413,0.4423349894235057,False,9.52,0.22,0.035,0.047,1
1,1743261374.102115,0.0,0.0,-5.0,-0.4330094456672668,-0.0336875282227993,0.7714502215385437,-0.078813150525093,0.0506625548005104,-9.886653900146484,-0.0002535037128969,1.903002784013977e-05,3.1296347038560466,2.612967321204577,2.450917409073213,0.4326292327928088,False,9.52,0.22,0.035,0.047,1
2,1743261375.6326163,0.0,0.0,-5.0,-0.4701716303825378,0.0382594019174575,0.6975182294845581,-0.0558121986687183,0.1178961247205734,-9.839369773864746,0.000115795661654,-0.0001275876347417,3.131536807843944,3.4429023999490687,1.7237064686108845,0.5181984164677236,False,6.45,0.32,0.032,0.062,1
2,1743261376.1388953,8.46142578125,-0.0580294542014598,-1.8823471069335935,-0.4665734767913818,0.0683160126209259,0.6891258955001831,-0.1073734313249588,-0.1562490761280059,-9.817496299743652,0.0001467407554638,-0.0001242451012249,3.132430400317402,2.8547394682853344,2.298114278043701,0.5465734455256765,False,6.45,0.32,0.032,0.062,1
2,1743261376.643363,8.224806785583496,0.007527417037636,-1.4821624755859375,-0.4614529907703399,0.0998305007815361,0.6843545436859131,-0.1470641642808914,-0.0769531577825546,-9.761561393737791,0.0002169035742863,-1.903443862786578e-05,3.1326135055479307,2.549454606031981,2.1338024833510425,0.573412968461758,False,6.45,0.32,0.032,0.062,1
2,1743261377.1478596,8.008051872253418,0.0802298933267593,-1.1140518188476562,-0.4482844769954681,0.1208427995443344,0.6814283132553101,-0.027739405632019,0.024358432739973,-9.851936340332031,0.0001869063363458,-0.0001511393545092,3.133051720962156,2.764220022621351,1.64661876099433,0.5260251551817168,False,6.45,0.32,0.032,0.062,1
2,1743261377.6535954,0.0,0.0,-5.0,-0.4266118109226227,0.1407868415117263,0.6859656572341919,-0.1201367601752281,-0.0054553188383579,-9.695104598999023,0.0001444619106102,3.0208362993329798e-05,3.1336263106302003,3.4082813067197204,2.258303715129069,0.4840569508013179,False,6.45,0.32,0.032,0.062,1
3,1743261404.2467527,-1.3651138544082642,-0.0689413547515869,-5.0700225830078125,-1.5589423179626465,-0.3394390046596527,-0.317067414522171,0.0677389949560165,-0.2783562541007995,-9.813861846923828,0.1133715974222574,-0.399409917733006,1.9363879229094456,3.264752118982401,1.6137224475565024,0.4240683466079806,True,4.96,0.3,0.039,0.061,1
3,1743261406.8538258,6.7732462882995605,0.1040634587407112,-4.707321166992188,1.6896034479141235,0.0977658703923225,-0.1783383339643478,0.0547193959355354,-0.0508857145905494,-11.175086975097656,-0.160564310924719,0.4727708807659853,1.9417675827643908,3.1319931364330778,1.7675356386533192,0.5640037436020578,False,4.96,0.3,0.039,0.061,1
3,1743261408.9123826,9.65009593963623,0.0079154996201395,-4.98297119140625,0.3553577363491058,-0.1600698381662368,-0.0952555760741233,-0.0165105257183313,-0.133295327425003,-9.715819358825684,-0.0248731927424857,0.025736017352006,2.0032415231284126,3.386208201923828,2.152325425682339,0.4413340583509606,True,4.96,0.3,0.039,0.061,1
3,1743261411.164631,3.983318567276001,-0.0425329878926277,-4.920814514160156,-1.4916503429412842,0.1243290528655052,-0.1842682510614395,-0.0420138724148273,-0.1505208313465118,-10.402260780334473,0.1680361363038493,-0.3076533632662614,2.011718174497855,2.8766664809740887,1.5216662020603362,0.5413434112262585,True,4.96,0.3,0.039,0.061,1
3,1743261413.304273,-0.1262960731983184,0.1384060531854629,-5.041519165039063,-0.6626300811767578,-0.1536766737699508,0.0058176382444798,-0.045040737837553,-0.1520846635103225,-9.809144973754885,0.0728162343291623,-0.1042024376005973,2.068709399330095,3.218643206927321,2.472555780410975,0.4128635491983157,True,4.96,0.3,0.039,0.061,1
4,1743261418.5097032,6.1469035148620605,1.0603201389312744,-2.225250244140625,-0.960350751876831,0.0417400151491165,0.676814079284668,0.0766563937067985,-0.1576429009437561,-9.61497974395752,-0.0007790529702429,0.0023073007445032,2.061251887368038,3.1920416458422785,1.592059221790088,0.4214798172276279,False,2.52,0.1,0.063,0.002,1
4,1743261419.0154848,5.302262783050537,1.052203893661499,-1.8252410888671875,-1.1722596883773804,0.0446342937648296,0.7128570675849915,-0.0658396184444427,-0.1611746251583099,-9.816827774047852,0.0005104741247309,0.0025025309830409,2.0601903017684573,2.9495761061125565,2.032009723190745,0.430286084007929,False,2.52,0.1,0.063,0.002,1
4,1743261419.5207224,4.491776466369629,1.0592968463897705,-1.431304931640625,-1.2957788705825806,0.0664673447608947,0.7112138271331787,0.0744373425841331,-0.1522021293640136,-9.859503746032717,-0.0005378420036403,0.0007718450865444,2.059462011231483,3.1686079513481173,2.4229412608691554,0.5771320935505609,False,2.52,0.1,0.063,0.002,1
4,1743261420.0278945,3.628246784210205,1.091523289680481,-1.0109176635742188,-1.3914854526519775,0.0881944671273231,0.696429967880249,0.0235660169273614,-0.1397572457790374,-9.972171783447266,-0.0003147668550656,0.0004213454564082,2.059049432019012,2.869936326065956,2.025297818693084,0.5320008713011329,False,2.52,0.1,0.063,0.002,1
4,1743261420.531066,2.8322579860687256,1.1475179195404053,-0.6245346069335938,-1.435253381729126,0.1213647425174713,0.6846669316291809,0.0119660319760441,-0.12903393805027,-9.86443328857422,-0.000157409924407,0.000195399865102,2.058566051430485,2.9044238540497087,2.440564190847831,0.5682055344967889,False,2.52,0.1,0.063,0.002,1
5,1743261446.8726208,-0.0020920548122376,0.330917477607727,-4.9559478759765625,-0.5713894963264465,-0.0742153227329254,-0.061889074742794,-0.0229285843670368,-0.011546716094017,-9.830443382263184,0.0960887673737502,0.0008304337466851,2.7599270310830875,2.595849954550095,2.0903334985566038,0.4696371725470732,True,9.71,0.19,0.009,0.039,1
5,1743261449.4297886,6.033603191375732,0.1323536485433578,-4.9273529052734375,1.461879849433899,-0.1818459630012512,-0.0083832973614335,0.0104215824976563,0.0375995337963104,-10.396392822265623,-0.3318063845484282,0.1049660716533494,2.802357425256397,2.536652652034432,1.604457214459715,0.4555653382815752,True,9.71,0.19,0.009,0.039,1
5,1743261453.670425,9.441997528076172,0.1028063297271728,-4.206085205078125,-0.5805758833885193,0.0964873954653739,0.7693572044372559,-0.0558191016316413,-0.0806964561343193,-9.716870307922363,-0.0002735369874108,-0.001101511712651,2.8431942922725835,3.1358912599248536,2.403826552053248,0.5437957692259612,True,9.71,0.19,0.009,0.039,1
5,1743261454.178743,8.973954200744629,0.1772191524505615,-3.759429931640625,-0.7684836983680725,0.0356198884546756,0.7680554389953613,-0.0238070413470268,-0.0096902232617139,-9.854910850524902,-0.0007980249692347,0.0001778152277889,2.8425795484122105,2.6123154845217247,1.5072201771002118,0.4420173387957427,False,9.71,0.19,0.009,0.039,1
5,1743261456.5426834,6.299170970916748,0.0059091350995004,-1.8560256958007808,-1.2728151082992554,-0.2661921977996826,0.667932391166687,-0.0282004103064537,-0.0185840614140033,-9.891654014587402,-2.179824224143822e-05,2.2464008195780647e-06,2.846710027283351,2.7294006575475858,1.711842887378913,0.4981138923299654,False,9.71,0.19,0.009,0.039,1
6,1743261458.0707116,4.181283950805664,-0.5580141544342041,-0.7792892456054688,-1.4874638319015503,-0.4804279208183288,0.6678040027618408,-0.145949438214302,-0.1163792461156845,-9.87993621826172,-7.608697681830861e-07,1.9698744961108768e-05,2.8506557981749387,3.270520649117296,1.8185877582750964,0.5101834773817073,False,4.45,0.14,0.007,0.002,1
6,1743261458.5766864,3.426546335220337,-0.8090245127677917,-0.4365310668945312,-1.5563247203826904,-0.5478023886680603,0.6700955629348755,-0.0656629502773284,-0.1592047065496444,-9.70418643951416,-9.074218489364424e-05,3.4437007521404014e-05,2.852279516458108,2.862307786739,1.7662737247270388,0.5879327834463242,False,4.45,0.14,0.007,0.002,1
6,1743261459.080888,10.0,0.0,-5.0,-1.622042179107666,-0.6177797913551331,0.6730114221572876,-0.1926588714122772,-0.125158354640007,-9.796148300170898,-8.65342695794489e-05,2.040502007946416e-06,2.8531735733020924,3.078203426271233,1.5523422751086262,0.5040305613932656,False,4.45,0.14,0.007,0.002,1
6,1743261459.5851617,1.7973747253417969,-1.4151216745376587,0.255035400390625,-1.6929596662521362,-0.6771010160446167,0.6796435117721558,0.0403932780027389,-0.1439456790685653,-9.847808837890623,-0.0002713602252968,6.250764031614714e-05,2.856702074238838,2.854260895835378,2.131277814741885,0.4634866830117569,False,4.45,0.14,0.007,0.002,1
6,1743261460.0882325,0.9287617802619934,-1.7635419368743896,0.6149826049804688,-1.7111518383026123,-0.7219967842102051,0.6833725571632385,-0.1650788336992263,-0.1495556831359863,-9.792688369750977,0.0005232504902595,-0.0008459826779169,2.863421720504903,2.968443064630251,1.587318037304867,0.4523776820762778,False,4.45,0.14,0.007,0.002,1
7,1743261468.5676825,-2.722744464874268,-3.851362943649292,-5.181900024414063,0.4378583133220672,0.610059380531311,0.9434927105903624,-0.026337306946516,0.0310023389756679,-8.835783958435059,0.0017103504100197,-0.0462610088145922,2.936552377390453,2.966187192605489,2.439482255010446,0.5922649941806163,False,5.61,0.37,0.01,0.099,1
7,1743261469.072442,-0.1995478123426437,0.1222736984491348,-5.2759552001953125,1.7854822874069214,2.828266143798828,1.0122674703598022,0.0245447698980569,0.0378003641963005,-8.342668533325195,0.002269004661504,-0.024397379384969,2.9500067868450826,2.875580125675044,1.5387541985773154,0.5515867141269463,False,5.61,0.37,0.01,0.099,1
7,1743261469.5769372,10.0,0.0,-5.0,2.0608878135681152,3.453242301940918,1.3324339389801023,0.0797525197267532,0.0223465785384178,-9.576985359191896,0.0003061500597096,-0.0093100111357844,2.952649384005665,2.6166623104567863,2.397867474847895,0.5683019589108175,False,5.61,0.37,0.01,0.099,1
7,1743261470.080062,2.7248780727386475,4.940073490142822,-4.2362213134765625,2.000164031982422,3.487612009048462,1.3759870529174805,-0.0641126707196235,0.0833838954567909,-10.472037315368652,0.000207443126416,-0.0044733911994302,2.954326941800328,3.397606495069806,2.3322466724046618,0.5700987818426828,False,5.61,0.37,0.01,0.099,1
7,1743261470.5834925,3.7268242835998535,6.736906051635742,-3.3937225341796875,1.8760870695114136,3.4151394367218018,1.1566492319107056,0.0548673607409,0.0071205152198672,-10.492804527282717,0.0002023666755442,-0.0019633488717284,2.956845149258752,2.5946958481692657,1.9381150515738077,0.481668118551372,False,5.61,0.37,0.01,0.099,1
8,1743261472.2506652,0.0,0.0,-5.0,1.4285061359405518,3.0819337368011475,0.724189281463623,-0.1045796871185302,0.0006005691830068,-9.714873313903809,-0.0002118195046347,-0.0005527113545194,2.967506709960506,2.892920998627176,2.3783369787477078,0.4229094609541757,False,3.33,0.34,0.026,0.013,1
8,1743261472.75409,5.0,0.0,-5.0,1.2946641445159912,2.99067497253418,0.7324822545051575,-0.0603686459362506,-0.0281611755490303,-9.79161548614502,-0.0003194165813002,-0.0006427021471191,2.9718544895023937,3.2942808686191114,1.5553521321056896,0.4210064216859048,False,3.33,0.34,0.026,0.013,1
8,1743261473.2566524,10.0,0.0,-5.0,1.1627682447433472,2.9089064598083496,0.7358362078666687,-0.1294065117835998,-0.0122396545484662,-9.804916381835938,-0.0002550182470042,-8.330331695381485e-05,2.9763319744205283,2.6239173223558216,2.453028254270378,0.5503574705706786,False,3.33,0.34,0.026,0.013,1
8,1743261474.675642,5.0,0.0,-5.0,0.8087573647499084,2.646498918533325,0.7056685090065002,-0.0929715856909751,0.0531679131090641,-9.85944652557373,-0.0002080785049247,6.593967881069657e-07,2.988440800386968,2.8524516881157798,2.1279675744032254,0.5306794236932045,False,3.33,0.34,0.026,0.013,1
8,1743261475.1790276,0.0,0.0,-5.0,0.6889901161193848,2.537749767303467,0.6934910416603088,0.0334824174642562,0.0482716187834739,-9.80335521697998,-0.0002259403585379,3.0219682677961663e-05,2.9923766196068065,2.9014189510777246,2.230996062601193,0.4043592791132779,False,3.33,0.34,0.026,0.013,1
9,1743261490.0441668,0.0,0.0,-5.0,-0.4160608351230621,-1.0476070642471311,-0.1171907857060432,-0.0453415960073471,-0.1032961755990982,-9.90397834777832,0.1623102994687391,-0.2311383379899509,3.1071399138170754,2.5076194962582328,1.557461495178626,0.4201645604699334,False,8.63,0.16,0.062,0.006,1
9,1743261496.467263,5.720647811889648,1.024071216583252,-4.8704681396484375,0.6830446124076843,1.0393364429473877,0.1878673881292343,0.0201390907168388,-0.1147114336490631,-11.226630210876465,-0.2775180196474483,0.3784082669457867,3.133922903259302,2.9577491444855397,2.2553741317071028,0.5405559734432136,True,8.63,0.16,0.062,0.006,1
9,1743261504.4779522,8.758233070373535,1.001336932182312,-4.203048706054688,-0.5047701001167297,-0.3852358758449554,0.7440701723098755,-0.0806508958339691,-0.0656760782003402,-9.809378623962402,-0.0001294471154314,0.0010561739947882,-3.088629144023733,2.743169204854828,1.7185521551760785,0.5598229414298357,False,8.63,0.16,0.062,0.006,1
9,1743261504.9820628,8.536247253417969,0.6972395777702332,-3.768028259277344,-0.4983255863189697,-0.5286815166473389,0.7511380910873413,-0.1207488253712654,0.0051846988499164,-9.85976791381836,0.0004076623183602,0.0003572225417244,-3.0869730973366862,3.3371952210196643,2.2910661888824246,0.4668561789001905,False,8.63,0.16,0.062,0.006,1
9,1743261505.4857447,0.0,0.0,-5.0,-0.5004385709762573,-0.6597708463668823,0.7328389883041382,-0.1714275777339935,-0.0557763613760471,-9.941758155822754,0.000246754977976,0.0002580612285036,-3.085630551460361,3.369871017349859,1.9147720072599572,0.5686005837921405,False,8.63,0.16,0.062,0.006,1
10,1743261507.3308885,0.0,0.0,-5.0,-0.6205902695655823,-1.0761052370071411,0.6668000221252441,-0.0442366823554039,0.007924910634756,-9.751812934875488,-3.775980872302175e-05,0.0001548641349148,-3.08218803734172,2.604453209227672,2.0166409415584887,0.4172182253814709,False,5.81,0.25,0.054,0.001,1
10,1743261507.8338938,6.903197765350342,-2.0944221019744877,-1.4705581665039062,-0.6646570563316345,-1.1709613800048828,0.6637411713600159,-0.1034211665391922,-0.0400501266121864,-9.85345458984375,-0.0001187344252332,2.823671052470023e-05,-3.081628464802528,3.0365799073150934,1.9997992721559497,0.442007235832456,False,5.81,0.25,0.054,0.001,1
10,1743261508.3373332,6.550920486450195,-2.710787057876587,-1.1213150024414062,-0.6992361545562744,-1.265375733375549,0.6672710180282593,-0.1847186237573623,-0.0205797124654054,-9.804547309875488,-0.0001043398474288,6.557436611419252e-05,-3.0809611286065697,3.409217304437375,1.8527564357400808,0.4793882117590207,False,5.81,0.25,0.054,0.001,1
10,1743261508.8429763,6.18063497543335,-3.356839895248413,-0.7790145874023438,-0.750934362411499,-1.3417928218841553,0.668906569480896,-0.1765119433403015,-0.0477407649159431,-9.814753532409668,-0.0001443142312673,4.425726598261818e-06,-3.080367705310399,2.829004971429005,2.333851832359474,0.4342254676810941,False,5.81,0.25,0.054,0.001,1
