mission_id,step,time,target_x,target_y,target_z,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,is_attack,velocity,erreur_cumulee_m,battery_level,rain,fog,snow
1,0,1745069767.816768,0,0,-5,0.025746546685695648,-0.057006340473890305,-4.5974273681640625,0.0656885877251625,0.08975131064653397,-0.7890194654464722,-0.036596834659576416,0.046483114361763,-8.688882827758789,-0.013782439632243888,0.029050683101122535,-3.133288772327111,3.3034688569286716,2.2960048393399854,0.5365073547447851,0.4074031558834284,1,5.69,0.4074031558834284,100,0.15,0.2,0.191
1,1,1745069769.5903618,2,0,-5,1.6115796566009521,0.07858285307884216,-5.0870208740234375,1.0921640396118164,-0.005099323112517595,0.17892204225063324,-0.12141912430524826,-0.040552668273448944,-9.818949699401855,-0.08859254140045501,0.03561984073553576,-3.088670143575871,3.074054306722682,1.7665176154178086,0.4310941073427351,0.4057317592696536,1,5.69,0.813134915153082,100,0.15,0.2,0.191
1,2,1745069770.847538,4,0,-5,3.5402815341949463,0.0250875111669302,-4.9134521484375,1.2686768770217896,-0.021071771159768105,0.013644717633724213,-0.01224924623966217,-0.05573476850986481,-10.047922134399414,-0.10732208065946444,0.023650743433420246,-3.0807534751418264,3.341359982635827,1.9906732481293992,0.541707363658951,0.4684666280844215,1,5.69,1.2816015432375036,100,0.15,0.2,0.191
1,3,1745069772.2663903,6,0,-5,5.631847381591797,0.03764572739601135,-4.910682678222656,1.152352213859558,0.010367038659751415,-0.07558158040046692,0.016955140978097916,-0.044628068804740906,-9.780616760253906,-0.11776975549998552,0.03075024217948268,-3.0838004572736244,3.232804144608411,2.006187915298611,0.5043827577712532,0.38069822064394837,1,5.69,1.662299763881452,100,0.15,0.2,0.191
1,4,1745069773.732772,8,0,-5,7.516505241394043,0.10282133519649506,-4.975486755371094,1.081972360610962,-0.049034569412469864,-0.03412232547998428,-0.015564686618745327,-0.035053566098213196,-9.669254302978516,-0.09071883450740564,0.03984068534404392,-3.108414077199282,2.960513276944315,1.6270947087091738,0.44238893574497234,0.49491444486219965,1,5.69,2.157214208743652,100,0.15,0.2,0.191
1,5,1745069775.3069265,10,0,-5,9.525260925292969,0.037136685103178024,-4.993064880371094,1.1496456861495972,-0.06343278288841248,0.008998628705739975,-0.053563352674245834,0.06384095549583435,-9.85827922821045,-0.10010391172050709,0.02880441196196119,-3.117454193100667,3.424266041245439,2.259547594468211,0.5846364057724994,0.47623987476733615,1,5.69,2.633454083510988,100,0.15,0.2,0.191
1,6,1745069776.8289523,12,0,-5,11.591443061828613,-0.018710456788539886,-4.9971466064453125,1.1173045635223389,0.009228075854480267,0.004869602620601654,0.058748915791511536,-0.029738765209913254,-9.869256019592285,-0.10788031066078038,0.02869454029377551,-3.1152135438123247,2.891123955735964,2.4553655166048456,0.43279513556116,0.40899510360882324,1,5.69,3.042449187119811,100,0.15,0.2,0.191
1,7,1745069778.292229,14,0,-5,13.52340030670166,0.005403431132435799,-5.000152587890625,1.1203925609588623,0.0110869025811553,0.0031354092061519623,-0.10671786963939667,-0.03169717267155647,-9.837294578552246,-0.09923814293102197,0.03326930591112334,-3.1158331837653104,2.995812901450785,1.8099813064513919,0.408743611697597,0.47663034733757664,1,5.69,3.5190795344573877,100,0.15,0.2,0.191
1,0,1745070846.1593843,0,0,-5,0.012918693013489246,-0.04851532354950905,-4.549095153808594,0.0496721975505352,0.11673848330974579,-0.8297505974769592,0.022892434149980545,0.0035737399011850357,-8.683486938476562,-0.009383338004405568,0.0335149163674776,-3.104677098450648,2.6693065994862115,1.961598294855575,0.4803933303996103,0.4536913152873725,1,6.52,0.4536913152873725,100,0.07,0.178,0.098
1,1,1745070847.9309077,2,0,-5,1.5881584882736206,0.07854034006595612,-5.0676727294921875,1.113231897354126,-0.029751088470220566,0.16675370931625366,0.00043922755867242813,-0.011524232104420662,-9.785177230834961,-0.08702860473081413,0.03279914791783835,-3.093832164586339,2.5099344617478394,1.6791922419782956,0.4877274810512351,0.42469002121037447,1,6.52,0.878381336497747,100,0.07,0.178,0.098
