mission_id,time,target_x,target_y,target_z,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,erreur_ok,velocity,erreur_cumulee_m,battery_level,rain,fog,snow
1,1747579808.8778136,0,0,-5,0.007845423184335232,-0.007470808923244476,-4.881874084472656,0.0491270013153553,-0.06680390983819962,-0.362067848443985,-0.05514184385538101,-0.07834525406360626,-9.003752708435059,-0.022288473651966227,-0.019830495852299738,-3.082386870565772,2.994003299748259,2.1956983616682137,0.4179986050741063,0.11862164882550776,True,8.08,0.11862164882550776,100,0.08,0.056,0.005
1,1747579811.0430257,2,0,-4.9,2.17020583152771,-0.08825452625751495,-4.8187408447265625,0.7261610627174377,0.07621004432439804,0.05500341206789017,-0.07680365443229675,-0.024356387555599213,-10.074814796447754,-0.14858318443851357,-0.014886281547318763,-3.1276413474198623,2.734221835312523,2.3406609994425485,0.4216394063452409,0.20823529193374082,True,8.08,0.3268569407592486,100,0.08,0.056,0.005
1,1747579812.730297,4,0,-4.800000000000001,3.937488079071045,0.028182173147797585,-4.7247467041015625,0.5926675796508789,0.0176096074283123,-0.04948742687702179,-0.05839290842413902,-0.08670914173126221,-9.9262056350708,-0.10292599259614792,-0.0018612937895875568,-3.136554867708875,3.405689006963122,2.458569738537234,0.43356798830839016,0.10180880946724734,True,8.08,0.42866575022649595,100,0.08,0.056,0.005
1,1747579822.168778,6,0,-4.700000000000001,5.296220779418945,-0.07550142705440521,-4.640625,-1.2017048597335815,-0.532368540763855,-0.1933753937482834,-0.10988559573888779,0.044797029346227646,-10.046292304992676,0.1780520389998532,0.1390167896160048,-2.1360853122115073,3.0424370362688413,2.1645238234115265,0.49396189134107543,0.7103034896675706,True,8.08,1.1389692398940665,100,0.08,0.056,0.005
1,1747579831.1407104,8,0,-4.600000000000001,8.38648509979248,-0.3634645342826843,-4.610565185546875,0.5135174989700317,0.3170384168624878,0.021136168390512466,-0.0497032031416893,-0.0023485803976655006,-9.884101867675781,-0.06052366706099334,-0.14098214691372307,-2.1700468715019263,3.450740002768464,2.341903801504447,0.42790673558419073,0.5306494353041111,True,8.08,1.6696186751981776,100,0.08,0.056,0.005
1,1747579832.7975144,10,0,-4.500000000000002,9.86698055267334,0.19714868068695068,-4.510467529296875,0.5381086468696594,0.05778905004262924,0.04422581568360329,-0.10798203200101852,0.013642444275319576,-9.902295112609863,-0.07388522629500383,-0.04531478980800634,-2.187640046871381,3.1454239689916936,1.875259087963304,0.5986076012464526,0.2380574401972689,True,8.08,1.9076761153954465,100,0.08,0.056,0.005
1,1747579834.9165728,12,0,-4.400000000000002,11.992527961730957,-0.04784354940056801,-4.394477844238281,0.63846755027771,-0.1439991146326065,0.010015218518674374,-0.12034685909748077,0.014689119532704353,-9.860918998718262,-0.03982244809267882,-0.11187206651200061,-2.19827810457992,3.468302981169826,2.2889262302426485,0.544352581434089,0.04873736533087669,True,8.08,1.9564134807263232,100,0.08,0.056,0.005
1,1747579837.1393325,14,0,-4.3000000000000025,14.037463188171387,-0.05572497099637985,-4.293022155761719,0.6956440210342407,0.1396176815032959,0.0035094856284558773,-0.05114953964948654,-0.08130491524934769,-9.924266815185547,-0.0714138068436456,-0.09620362176107942,-2.196543857416011,2.5563715392140676,1.7543576601403723,0.4483658465798675,0.06750891178745111,True,8.08,2.023922392513774,100,0.08,0.056,0.005
1,1747579839.0445197,16,0,-4.200000000000003,15.97482967376709,0.09583902359008789,-4.1964263916015625,0.5279980897903442,-0.09190687537193298,0.01785632222890854,-0.010286293923854828,-0.01000459399074316,-9.974322319030762,-0.05618905833039412,-0.08503541874972785,-2.1967200766739396,2.83123953204722,1.692233728119013,0.40921297662731637,0.09915359016373514,True,8.08,2.123075982677509,100,0.08,0.056,0.005
1,1747579841.107207,18,0,-4.100000000000003,17.971620559692383,-0.07407819479703903,-4.0929718017578125,0.5755066871643066,0.025205297395586967,0.009123897179961205,-0.052613988518714905,0.03533901274204254,-9.871024131774902,-0.04440884607882682,-0.09496530098699187,-2.1959635985850023,3.249631157529609,1.9172548208491456,0.41003809959344845,0.07963898007316016,True,8.08,2.2027149627506692,100,0.08,0.056,0.005
