mission_id,time,target_x,target_y,target_z,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,erreur_ok,velocity,erreur_cumulee_m,battery_level,rain,fog,snow
1,1747220386.9035692,0,-3,-5,0.4176672399044037,0.4406307637691498,-2.5844573974609375,0.05555766448378563,-0.017348909750580788,0.30297496914863586,-0.01390121877193451,-0.021663762629032135,-9.60500431060791,0.0012796393340767454,-0.012621315017271664,-2.6304086042201478,2.8720040656104655,1.9389332828949386,0.5217556449849433,4.224598447256879,False,4.06,4.224598447256879,100,0.16,0.066,0.083
1,1747220387.4096036,2,-1.336116777718809,-5,0.4573134481906891,0.4086851477622986,-2.4649124145507812,0.08612430840730667,0.03453876078128815,0.3027355968952179,-0.10956078767776489,-0.03914639726281166,-9.946142196655273,0.00225768188867111,0.002824680630719001,-2.6602043676836042,3.193188000826657,1.8350955664752886,0.40632396575808677,3.4425113830159852,False,4.06,7.667109830272864,100,0.16,0.066,0.083
1,1747220387.9136772,4,-3,-5,0.5390477180480957,0.4030701220035553,-2.3280487060546875,0.08621735125780106,0.06573352217674255,0.20131158828735352,-0.01675388589501381,0.024976594373583794,-10.045475006103516,-0.0134587619460773,-0.004229607643007561,-2.682496349991403,3.17063972580391,1.6672542733298061,0.49608554793006837,5.540613744923699,False,4.06,13.207723575196564,100,0.16,0.066,0.083
1,1747220388.4173112,6,-1.336116777718809,-5,0.6129994988441467,0.4324590265750885,-2.2313385009765625,0.02528749220073223,0.10032300651073456,0.0890112817287445,-0.011964652687311172,0.015296665951609612,-10.062432289123535,-0.02319697734482916,-0.004365138166184522,-2.6691771811218175,2.7350956454056043,2.2352219571869334,0.5064177282120774,6.309763963189267,False,4.06,19.51748753838583,100,0.16,0.066,0.083
1,1747220388.921025,8,-3,-5,0.65934157371521,0.49574145674705505,-2.1779251098632812,-0.04005395248532295,0.1230199784040451,0.0037407134659588337,-0.1335354745388031,-0.04350142180919647,-10.042142868041992,-0.03155071167249034,0.005398237338672903,-2.6504432634069106,3.43164859225735,2.294740594437968,0.5028900976164157,8.606368638940937,False,4.06,28.123856177326765,100,0.16,0.066,0.083
1,1747220390.4241037,10,-1.336116777718809,-5,0.5447566509246826,0.6543416976928711,-2.1861801147460938,-0.14694057404994965,-0.04596434161067009,-0.056066397577524185,-0.1279849112033844,0.018138805404305458,-9.800257682800293,-0.007499982519869938,0.02839393002339487,-2.6389392455634617,2.7703631433806053,1.7106408582279862,0.43112720731737636,10.063852844672438,False,4.06,38.187709021999204,100,0.16,0.066,0.083
1,1747220390.9290524,12,-3,-5,0.47756248712539673,0.6407349109649658,-2.203094482421875,-0.10808032751083374,-0.08811931312084198,-0.03548845276236534,-0.010967787355184555,0.06630837917327881,-9.763947486877441,0.0021890520432300375,0.024436123547507085,-2.629096936870784,2.780372968420232,1.5549900217813155,0.5207039822257831,12.403394591976742,False,4.06,50.591103613975946,100,0.16,0.066,0.083
1,1747220391.4329743,14,-1.336116777718809,-5,0.43568477034568787,0.6045476794242859,-2.2158050537109375,-0.04063403233885765,-0.09581472724676132,-0.01882845163345337,-0.12068485468626022,-0.09053575992584229,-9.705743789672852,0.0038907025532302414,0.017916806740365585,-2.6251180478010276,3.0209560737292964,2.359654356230286,0.5592300962476394,13.982437830492648,False,4.06,64.57354144446859,100,0.16,0.066,0.083
1,1747220391.9388876,16,-3,-5,0.426813542842865,0.5602524280548096,-2.2241439819335938,0.009477215819060802,-0.08280673623085022,-0.006956828758120537,-0.11429696530103683,-0.036180999130010605,-9.797475814819336,0.0026832232442774305,0.010731373570369568,-2.6288537260771547,2.8249117310644127,2.2298266069420447,0.4179191316430806,16.214342737647062,False,4.06,80.78788418211565,100,0.16,0.066,0.083
1,1747220392.443321,18,-1.336116777718809,-5,0.44089698791503906,0.5256080627441406,-2.2260284423828125,0.030726738274097443,-0.05350317433476448,0.006288190837949514,-0.13662290573120117,0.050218407064676285,-9.830194473266602,-0.0007328321039989157,0.006081845105336697,-2.6311847243806437,2.7196742142559156,1.8653113514182116,0.5154570038328014,17.874088401176635,False,4.06,98.66197258329228,100,0.16,0.066,0.083
