mission_id,time,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,velocity,rain,fog,snow,is_attack
1.0,1747142948.3873303,2.298980951309204,-0.0555686317384243,-4.94622802734375,0.6935111284255981,0.154713287949562,-0.2732342183589935,-0.0243030376732349,0.0544378124177455,-9.00921630859375,-0.1318727211333005,0.0428151738194752,-3.129089980264654,3.0673056037656616,1.7630270876048852,0.5360240059643151,0.3088185666736729,6.08,0.12,0.147,0.137,0
1.0,1747142950.6732805,2.3048579692840576,1.3375966548919678,-3.8582687377929688,-0.4618449211120605,0.4461880922317505,0.162854790687561,-0.1101301312446594,-0.0184433124959468,-10.637120246887209,0.0487755559085513,0.1284545564335811,-3.1173450031553425,2.715978462096232,2.3176788771985013,0.5696466650362431,0.2388234907074876,6.08,0.12,0.147,0.137,0
1.0,1747142952.5418017,1.7708206176757812,2.4797489643096924,-2.958778381347656,0.3397143483161926,0.2569929659366607,0.0803758278489112,-0.0738001987338066,-0.1238569915294647,-10.150059700012209,0.0374896730108856,0.0876203220047033,3.1225026482981564,3.144523462364096,2.327594262714614,0.432612576657299,0.3799455849039664,6.08,0.12,0.147,0.137,0
1.0,1747142954.8490076,2.1214635372161865,3.723750591278076,-1.9686126708984373,-0.2693434953689575,0.3556286990642547,0.0272677633911371,-0.1409700512886047,-0.0160106141120195,-10.120312690734863,-0.0035331766286156,0.0957360733226952,3.1129973752938964,3.204474012330005,1.5345947704738905,0.4038982658396308,0.3179097441535577,6.08,0.12,0.147,0.137,0
1.0,1747142956.8835304,1.057718276977539,4.846004486083984,-1.0547332763671875,-0.2900188863277435,0.4009051620960235,0.1642218977212906,-0.0064080134034156,0.0413905531167984,-10.246870994567873,0.074472658779518,0.08523106718517,3.1208842648500137,2.504931575246804,1.716045422926932,0.4902669832512871,0.1817505485778945,6.08,0.12,0.147,0.137,0
1.0,1747142958.7726684,0.3244721591472626,5.891079425811768,-0.0743484497070312,-0.2151909172534942,0.3629140555858612,0.2086740285158157,-0.0403840504586696,-0.0548171550035476,-10.446624755859377,0.0405060840236891,0.0857725936475851,3.1136206064295777,2.6153374618955114,2.1254647953611894,0.4038327086066042,0.1389738922504843,6.08,0.12,0.147,0.137,0
1.0,1747142960.275525,0.2005601227283477,6.274831771850586,0.3523635864257812,-0.082382820546627,0.3500748872756958,0.636640727519989,-0.0706653594970703,0.0045679435133934,-9.512493133544922,0.0005912740080884,0.001419540079258,3.1176598924200607,2.541609787619103,2.4396869742455425,0.4444381502142632,1.3033227694683531,6.08,0.12,0.147,0.137,0
1.0,1747142960.78029,-2.049999999999999,7.050704155516199,2.0,-0.0914250016212463,0.4832871854305267,0.7410532832145691,-0.0971155390143394,0.0287857912480831,-9.629395484924316,0.0005002437482853,0.0007477878043331,3.1170624135356086,3.124278967471271,2.202133088279345,0.5584357556233601,2.687317483165833,6.08,0.12,0.147,0.137,0
1.0,1747142961.2841444,-3.2254282360512363,6.992760046192045,3.0,-0.1098445802927017,0.6286668181419373,0.7740708589553833,-0.1104613691568374,-2.561323344707489e-05,-9.822153091430664,0.0002984207030271,0.0004864390001027,3.116645654682092,2.8783374834168547,1.991918650462128,0.5575246678370174,3.950459414037073,6.08,0.12,0.147,0.137,0
1.0,1747142961.787855,-4.234553679141369,6.539253573852523,4.0,-0.137074813246727,0.8011148571968079,0.7692642211914062,-0.1126925498247146,-0.0210274029523134,-9.861761093139648,6.086256735199519e-05,0.0002328801981846,3.116473518761097,3.217731030565277,2.456879111388335,0.4474708955603625,5.0959031716692165,6.08,0.12,0.147,0.137,0
