mission_id,step,time,target_x,target_y,target_z,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,is_attack,velocity,erreur_cumulee_m,battery_level,rain,fog,snow
1,0,1744980222.6432066,0.0,0.0,-5.0,-0.028263738378882408,0.0028429205995053053,-2.04144287109375,-0.02626940980553627,-0.0023814677260816097,-0.004833192564547062,-0.12021682411432266,0.027634048834443092,-9.778274536132812,0.009896235866352021,-0.0010511658169111528,-2.999765297270211,2.7883189550291814,1.7650825241005341,0.4825354055916176,2.9586934964789235,0,7.13,2.9586934964789235,100,0.17,0.009,0.232
1,1,1744980222.9490478,0.3333333333333333,0.0,-5.0,-0.03539590537548065,0.004150725901126862,-2.0436477661132812,-0.02196842059493065,-0.008061995729804039,-0.0030262507498264313,-0.08773647993803024,-0.005021704360842705,-9.782200813293457,0.011132341150338503,-0.0011958062771602609,-2.9998747237992167,3.435472755718693,1.9931270216397885,0.4899586810858285,2.9792611518313197,0,7.13,5.937954648310243,100,0.17,0.009,0.232
1,2,1744980223.2574313,0.6666666666666666,0.0,-5.0,-0.043390389531850815,0.0038836325984448195,-2.0457687377929688,-0.02720046043395996,-0.011283758096396923,-0.0021148049272596836,-0.04051129147410393,-0.03669961541891098,-9.817913055419922,0.012414645255546254,-0.0018351739208473609,-3.0007473200774943,2.5207371755025765,2.4827938546003216,0.5235058700657563,3.0383677289394733,0,7.13,8.976322377249716,100,0.17,0.009,0.232
1,3,1744980223.5636964,1.0,0.0,-5.0,-0.05165735259652138,0.0022260101977735758,-2.047607421875,-0.015945004299283028,-0.012396951206028461,0.0035910385195165873,-0.10368920862674713,-0.08590430021286011,-9.778905868530273,0.012896543197733253,-0.0019094575015903186,-3.0009847601627686,3.470494963977231,2.3727154772817474,0.5698635492722648,3.134104350170764,0,7.13,12.11042672742048,100,0.17,0.009,0.232
1,4,1744980223.8702338,1.3333333333333333,0.0,-5.0,-0.0585249662399292,-0.0005109761259518564,-2.0482101440429688,-0.015397339127957821,-0.012101028114557266,0.00429547019302845,-0.028555363416671753,-0.022381028160452843,-9.893062591552734,0.013858522559817763,-0.0020635269790319137,-3.0005349003441943,2.79973429261188,2.2656614638833545,0.458534727726007,3.2634848154876415,0,7.13,15.373911542908122,100,0.17,0.009,0.232
1,5,1744980224.1752274,1.6666666666666665,0.0,-5.0,-0.0631512850522995,-0.0046865870244801044,-2.0478744506835938,-0.0026791642885655165,-0.010263621807098389,0.00852319784462452,-0.04351075738668442,-0.045145176351070404,-9.856820106506348,0.013458510735718536,-0.0026415013367423953,-3.0003596201343323,3.394979174386561,2.4713661676108982,0.579547216822474,3.421598656931264,0,7.13,18.795510199839384,100,0.17,0.009,0.232
1,6,1744980224.4797628,2.0,0.0,-5.0,-0.06341065466403961,-0.009729896672070026,-2.0478515625,0.006426892708986998,-0.00939010176807642,0.00816939678043127,-0.1152220368385315,0.018361633643507957,-9.797775268554688,0.012228740306942924,-0.0034758016283557187,-3.000440019268655,3.312913000484032,2.180109836618922,0.5333632748061929,3.6017965791676825,0,7.13,22.397306779007067,100,0.17,0.009,0.232
1,7,1744980224.7841806,2.3333333333333335,0.0,-5.0,-0.062495745718479156,-0.01591629348695278,-2.0482940673828125,0.005053706467151642,-0.008701581507921219,0.00781243247911334,-0.1043054610490799,0.0171110387891531,-9.903178215026855,0.01242799346594704,-0.004662869105039964,-3.000228759290146,2.6344557753760744,2.2639506758312713,0.5982420091227364,3.801686233380672,0,7.13,26.19899301238774,100,0.17,0.009,0.232
1,8,1744980225.09051,2.6666666666666665,0.0,-5.0,-0.061635423451662064,-0.02231488935649395,-2.0498428344726562,0.00527025293558836,-0.009041224606335163,0.0018414570949971676,-0.05289614200592041,-0.018314113840460777,-9.86547565460205,0.013128569986548863,-0.005766331020893733,-3.0004118640001654,2.7647004196773217,1.751246779776348,0.4118399984617602,4.018402362947663,0,7.13,30.2173953753354,100,0.17,0.009,0.232
1,9,1744980225.3949199,3.0,0.0,-5.0,-0.05936410278081894,-0.028277888894081116,-2.0520095825195312,0.007100652903318405,-0.003401777008548379,0.0035618061665445566,-0.12008574604988098,-0.08473218977451324,-9.746625900268555,0.012364099528510291,-0.006108265774147476,-3.0006622258423157,2.688346573172278,2.456874620302286,0.4913540776033117,4.248665184965845,0,7.13,34.466060560301244,100,0.17,0.009,0.232
