mission_id,time,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,velocity,rain,fog,snow,is_attack
7.0,1744993275.1859937,-0.066921442747116,2.092857599258423,-5.013519287109375,0.1783578842878341,1.8628696203231807,0.3744831383228302,-0.1223550587892532,0.0321081653237342,-12.430852890014648,-0.1155841118626195,0.645302232795677,-3.056195619756396,3.141889157806129,2.233741208651295,0.4516150222614247,2.0939709122614456,10.13,0.36,0.181,0.347,1.0
7.0,1744993290.1455655,2.0933678150177,-1.2271597385406494,-5.008049011230469,-0.6000128388404846,-0.8293851613998413,-0.0945375487208366,-0.126320868730545,-0.0658419281244278,-10.084425926208496,0.0968079111571387,-0.264819798275699,-2.9565941000833096,3.4432363305070326,1.9854786696415387,0.4800660207255676,1.230732854586292,10.13,0.36,0.181,0.347,1.0
7.0,1744993292.857126,4.3622822761535645,0.3646756112575531,-4.980491638183594,0.726606011390686,0.7864623665809631,0.022329743951559,-0.0225946679711341,0.0386680997908115,-10.110069274902344,-0.1949371144825306,0.1396951136934223,-2.9607148850769858,3.172631352302372,2.035370855773268,0.483971993463098,0.5144096861858624,10.13,0.36,0.181,0.347,1.0
7.0,1744993295.023919,6.090193748474121,-0.026462672278285,-4.976318359375,0.1885862499475479,-0.6868502497673035,-0.0403644256293773,-0.1064218431711196,0.059315450489521,-9.862065315246582,-0.0455845753237867,-0.0885558789140711,-2.9553557475069527,3.3121257047982064,1.9622602474595083,0.5861188403400674,0.0969329943342956,10.13,0.36,0.181,0.347,1.0
7.0,1744993297.7609067,8.216639518737793,-0.0981116890907287,-5.014274597167969,0.3788196742534637,0.5423427224159241,0.0203819125890731,-0.0577430836856365,-0.0106546720489859,-9.90065860748291,-0.1116594539912542,0.0355155051661484,-2.9528950444453947,2.684080762528257,1.8248590216170308,0.4305569136451196,0.2382485020718622,10.13,0.36,0.181,0.347,1.0
7.0,1744993300.0905664,10.049528121948242,0.1631015390157699,-4.9896392822265625,0.4842458963394165,-0.3601427674293518,0.0036758757196366,-0.0361992493271827,-0.0700996592640876,-9.87444305419922,-0.0845362596363632,-0.0266846099478041,-2.9638005626468,2.760482224248352,2.329018284616135,0.589297143183583,0.1707702882992633,10.13,0.36,0.181,0.347,1.0
7.0,1744993302.3391168,12.063518524169922,-0.2641976177692413,-4.992805480957031,0.5215724110603333,0.2518807053565979,6.122342892922461e-05,-0.101824939250946,0.0432944595813751,-9.825641632080078,-0.0951011661402446,-0.0275799412064419,-2.9590455517613683,3.319278910154841,2.379047834562704,0.5280226898620498,0.271821164098616,10.13,0.36,0.181,0.347,1.0
7.0,1744993304.4592762,13.957330703735352,0.1964181214570999,-4.996177673339844,0.5781399607658386,-0.0660739466547966,0.0046049212105572,-0.0604333654046058,-0.0163606368005275,-9.85305118560791,-0.0921702664004534,0.0118572091132196,-2.962436772185374,3.116952257573266,2.082928759664798,0.4811431636581895,0.2010357119060027,10.13,0.36,0.181,0.347,1.0
7.0,1744993306.5459435,15.971678733825684,-0.1051193475723266,-4.999153137207031,0.6172773241996765,-0.0577153898775577,0.0098453434184193,-0.0537244714796543,-0.032465822994709,-9.816736221313477,-0.0915158679214704,-0.0413778751460672,-2.9612160735330093,3.1728783436772434,2.003390531142093,0.4583785286562574,0.1088709719270394,10.13,0.36,0.181,0.347,1.0
7.0,1744993308.62822,17.95623207092285,-0.0027994199190288,-4.995040893554688,0.5876588225364685,0.1067127287387847,0.0055260765366256,-0.0331325680017471,-0.0379184819757938,-9.882863998413086,-0.093459361223419,-0.0021536638450495,-2.9630041985789672,2.874723883785281,2.393769010421772,0.480681194626921,0.0441368452012747,10.13,0.36,0.181,0.347,1.0
7.0,1744993310.731299,19.968355178833008,0.0520327724516391,-4.990699768066406,0.6114974617958069,-0.0751473605632782,0.0017758894246071,-0.0762738585472107,0.0091864727437496,-9.86540985107422,-0.0954409850822424,-0.0160471762937787,-2.963827209500736,2.888555852039924,1.804879295511911,0.5048245246139242,0.0616059934561046,10.13,0.36,0.181,0.347,1.0
7.0,1744993313.0680006,17.651132583618164,-0.1129457801580429,-4.9660186767578125,-0.9550233483314514,0.0821182653307914,-0.0690162777900695,-0.1946353018283844,-0.0331423282623291,-9.973610877990724,0.1661239839641721,0.0236845490343358,-2.957629781504992,3.2154179338989857,1.7505685929810144,0.4268823889194268,0.3682661453320632,10.13,0.36,0.181,0.347,1.0
7.0,1744993314.417517,16.027307510375977,0.0207162294536829,-5.0106048583984375,-0.6766461133956909,0.0722654536366462,-0.0236213095486164,-0.0826452523469924,-0.0695460364222526,-9.740352630615234,0.0850832178091351,0.0303725543912804,-2.957435220292554,2.9815409383327967,1.5637225556190384,0.4365517119960897,0.0358793158708832,10.13,0.36,0.181,0.347,1.0
7.0,1744993316.6069813,14.070467948913574,0.0363535061478614,-5.008056640625,-0.6052943468093872,-0.0573758222162723,-0.0052049388177692,-0.2170007675886154,-0.0256140045821666,-9.871183395385742,0.0701993807923188,0.0179253100791109,-2.9563482938779844,3.472671405511972,1.8028666555181747,0.455453653845016,0.0797008073452779,10.13,0.36,0.181,0.347,1.0
